annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
192,1073,36636,636,177,181,241,0.8725
193,1073,27776,142,773,178,206,0.8525
194,1073,3482,536,778,268,226,0.7614
195,1075,16550,95,594,334,460,0.8975
196,1075,29870,599,770,210,228,0.75
197,1075,4542,607,139,208,203,0.6418
198,1075,3543,103,159,202,199,0.6264
199,1076,16550,536,189,324,442,0.9089
200,1076,3543,667,899,216,213,0.907
201,1076,4542,134,915,212,214,0.6974
202,1077,16550,134,646,326,452,0.9098
203,1077,3543,118,166,206,201,0.841
204,1077,4542,636,139,214,205,0.6395
205,1077,29870,632,809,205,221,0.537
206,1079,20876,67,800,329,238,0.9412
207,1079,22346,119,218,206,198,0.906
208,1079,3482,647,754,209,268,0.8894
209,1079,29666,623,185,225,216,0.7047
210,108,25437,144,845,252,252,0.8886
211,108,12777,104,46,293,521,0.873
212,108,2482,603,77,241,482,0.8504
213,108,22361,587,742,256,410,0.795
214,1080,22346,102,210,200,195,0.9317
215,1080,20876,37,758,330,246,0.9173
216,1080,29666,595,179,219,218,0.899
217,1080,3482,622,722,207,272,0.8251
218,1081,44198,91,182,257,230,0.9529
219,1081,16550,479,197,460,335,0.9191
220,1081,1899,608,896,205,142,0.8202
221,1081,21025,125,866,179,176,0.7453
222,1085,16231,625,217,189,187,0.9501
223,1085,25366,30,130,443,412,0.9188
224,1085,20876,84,725,332,243,0.8737
225,1085,3482,626,718,206,272,0.7952
226,1087,16550,86,589,294,487,0.9411
227,1087,31704,570,677,257,451,0.8356
228,1087,3543,134,173,201,202,0.8351
229,1087,10220,620,203,221,217,0.5614
230,1089,3543,634,885,215,213,0.9238
231,1089,16550,584,175,286,470,0.889
232,1089,31704,153,146,249,421,0.8418
233,1089,10220,105,833,231,226,0.4323
234,109,35205,105,770,302,398,0.9581
235,109,25366,576,716,394,501,0.9498
236,109,3482,151,216,247,224,0.8417
237,109,19860,641,274,219,175,0.5999
238,1092,44198,135,240,240,233,0.9598
239,1092,33008,565,209,322,293,0.8315
240,1092,1899,652,849,208,161,0.7893
241,1092,16547,83,911,245,244,0.7874
242,1093,34596,502,692,456,444,0.9278
243,1093,3482,151,216,246,224,0.7889
244,1093,16261,100,848,249,245,0.6928
245,1093,19860,641,274,219,175,0.6173
246,1095,34596,45,122,445,422,0.8829
247,1095,3482,602,866,258,233,0.8008
248,1095,16261,637,175,245,233,0.7194
249,1095,19860,126,864,220,169,0.6378
250,1096,27992,548,777,307,241,0.9897
251,1096,16550,479,111,443,332,0.948
252,1096,3543,92,196,204,200,0.9175
253,1096,6562,167,673,218,364,0.7794
254,1097,27992,577,813,302,234,0.9781
255,1097,16550,506,119,456,340,0.9193
256,1097,6562,199,714,214,359,0.8953
257,1097,3543,108,204,208,201,0.7745
258,1098,16550,16,786,474,347,0.952
259,1098,3543,676,860,216,214,0.8327
260,1098,6562,581,230,213,341,0.7762
261,1098,27992,124,253,297,234,0.5942
262,110,25366,40,53,379,478,0.9588
263,110,35205,583,93,284,381,0.8721
264,110,3482,601,866,258,234,0.7958
265,110,19860,126,865,220,168,0.6058
266,1100,31884,59,96,406,494,0.9387
267,1100,36636,636,176,181,242,0.8933
268,1100,27776,142,773,178,205,0.8552
269,1100,3482,537,778,265,227,0.7433
270,1101,31884,68,118,430,501,0.9196
271,1101,36636,664,179,187,250,0.8804
272,1101,27776,174,809,177,199,0.8374
273,1101,3482,564,813,263,220,0.7854
274,1105,22346,112,210,207,198,0.9267
275,1105,3482,606,789,276,211,0.8729
276,1105,35205,605,120,247,398,0.8693
277,1105,27732,124,771,315,273,0.7639
278,1109,28762,140,224,213,203,0.8862
279,1109,3482,588,845,284,165,0.7704
280,1109,16261,623,179,241,234,0.5871
281,1109,27652,97,850,219,209,0.5381
282,1111,29666,603,174,220,216,0.9059
283,1111,28762,115,186,209,200,0.8723
284,1111,27652,59,807,228,215,0.79
285,1111,3482,558,812,285,173,0.7597
286,1114,35205,103,690,207,413,0.9052
287,1114,30307,562,697,395,423,0.8855
288,1114,27652,670,253,222,202,0.87
289,1114,3482,134,284,276,181,0.8406
290,1115,35205,650,144,199,396,0.9379
291,1115,30307,37,126,379,404,0.9221
292,1115,3482,558,811,288,174,0.7528
293,1115,27652,59,807,230,216,0.7465
294,1116,35205,680,153,203,405,0.96
295,1116,30307,53,142,393,414,0.9273
296,1116,3482,586,846,286,165,0.7154
297,1116,27652,97,850,219,210,0.5894
298,1118,16547,102,878,241,244,0.9623
299,1118,3543,676,857,214,214,0.9357
300,1118,6562,586,235,213,340,0.7971
301,1118,29870,197,245,177,225,0.4135
302,1119,16547,646,143,234,231,0.9834
303,1119,6562,192,707,215,361,0.7672
304,1119,3543,110,205,207,204,0.7305
305,1119,29870,630,825,175,239,0.3192
306,112,16550,156,586,308,470,0.9221
307,112,3543,128,235,206,201,0.8669
308,112,33008,558,806,374,218,0.6185
309,112,10220,630,198,225,216,0.5817
310,1121,28762,620,860,223,213,0.9312
311,1121,3482,127,268,269,194,0.885
312,1121,25468,569,185,334,288,0.8318
313,1121,29666,138,870,229,228,0.7707
314,1123,25366,491,664,449,441,0.9799
315,1123,3482,122,304,271,203,0.9275
316,1123,27732,563,259,303,268,0.7787
317,1123,16261,150,799,250,247,0.7132
318,1125,25366,62,159,446,426,0.9698
319,1125,3482,606,789,275,210,0.8768
320,1125,16261,588,224,244,234,0.8022
321,1125,27732,123,770,313,274,0.791
322,1126,31884,512,730,463,480,0.9608
323,1126,20876,543,290,330,238,0.853
324,1126,3482,142,291,212,255,0.7888
325,1126,16261,108,832,249,246,0.7698
326,1129,22346,681,825,213,209,0.9427
327,1129,3482,122,304,271,204,0.9237
328,1129,20237,113,853,232,228,0.8987
329,1129,27732,563,256,302,271,0.8241
330,113,10220,124,844,232,227,0.9582
331,113,3543,657,831,216,213,0.915
332,113,16550,532,221,305,466,0.8761
333,113,33008,77,266,359,224,0.7311
334,1135,1899,154,253,195,163,0.9144
335,1135,16550,603,51,291,485,0.7136
336,1135,33008,546,830,375,206,0.6312
337,1135,18109,78,790,307,300,0.4146
338,1136,16550,85,701,302,500,0.8013
339,1136,1899,641,852,205,175,0.7708
340,1136,33008,87,250,366,219,0.7412
341,1136,18109,609,217,300,294,0.6625
342,1138,20237,595,173,220,213,0.8853
343,1138,3482,560,809,288,176,0.7972
344,1138,34596,33,84,367,487,0.749
345,1138,27652,61,807,230,216,0.7368
346,114,16550,122,537,314,474,0.8975
347,114,3543,110,223,203,202,0.8704
348,114,10220,603,191,220,215,0.8089
349,114,33008,528,761,376,227,0.7655
350,1140,34596,47,112,380,483,0.9035
351,1140,20237,621,175,228,218,0.9011
352,1140,3482,589,844,285,166,0.7555
353,1140,27652,100,851,214,209,0.4667
354,1141,12080,66,118,228,429,0.9109
355,1141,23222,571,568,302,509,0.9041
356,1141,25437,557,195,247,252,0.877
357,1141,2482,66,641,294,465,0.7862
358,1142,23222,65,131,300,500,0.95
359,1142,25437,122,818,249,257,0.8464
360,1142,2482,578,109,294,463,0.6719
361,1142,12080,650,703,232,450,0.6625
362,1143,23222,68,169,297,495,0.9188
363,1143,2482,570,145,296,445,0.7343
364,1143,25437,123,832,259,267,0.7255
365,1143,12080,657,706,244,465,0.7232
366,1144,31884,55,171,433,490,0.9464
367,1144,25468,44,853,381,221,0.9001
368,1144,16261,573,192,244,235,0.7297
369,1144,3482,604,842,275,192,0.6887
370,1148,3350,384,159,184,187,0.9392
371,1148,16231,145,730,194,196,0.8432
372,1148,41767,548,630,278,309,0.7855
373,1149,3350,427,219,185,185,0.9157
374,1149,41767,590,719,267,311,0.7116
375,1149,16231,188,821,193,188,0.6989
376,115,25366,492,643,425,468,0.9851
377,115,3482,122,304,272,203,0.9289
378,115,36636,102,881,268,178,0.8355
379,115,27732,557,255,303,268,0.795
380,1150,34596,81,52,404,470,0.9164
381,1150,27776,173,810,177,201,0.8569
382,1150,3482,562,812,265,222,0.7877
383,1150,29666,629,161,224,219,0.7096
384,1153,22346,144,208,206,198,0.9386
385,1153,16231,646,173,189,186,0.9008
386,1153,3482,601,866,257,233,0.8108
387,1153,19860,127,865,219,167,0.6489
388,1154,22346,126,200,202,195,0.9559
389,1154,16231,617,169,185,187,0.8973
390,1154,19860,91,826,227,178,0.7532
391,1154,3482,573,834,262,235,0.7423
392,1155,22346,640,859,214,209,0.9151
393,1155,16231,144,899,192,192,0.8647
394,1155,3482,152,217,246,223,0.8343
395,1155,19860,642,274,219,175,0.5206
396,1156,3350,393,856,189,190,0.8049
397,1156,16261,573,307,240,234,0.8015
398,1156,13899,180,282,205,231,0.7998
399,1157,3350,355,181,184,189,0.9128
400,1157,16261,108,674,249,248,0.9057
401,1157,13899,553,715,215,244,0.8958
402,1158,3350,397,240,184,185,0.9675
403,1158,13899,591,804,207,236,0.8792
404,1158,16261,152,766,244,239,0.8735
405,1159,3350,403,809,187,190,0.9494
406,1159,18356,150,298,245,355,0.8247
407,1159,16231,640,292,193,195,0.6129
408,1161,3350,387,279,183,182,0.9691
409,1161,18356,581,615,247,374,0.8766
410,1161,16231,131,810,194,190,0.8336
411,1163,3543,117,183,209,203,0.9096
412,1163,16550,38,602,307,479,0.886
413,1163,29450,494,799,408,248,0.7599
414,1163,10220,655,197,226,215,0.3693
415,1164,16550,7,552,308,486,0.9208
416,1164,10220,626,191,221,217,0.7357
417,1164,3543,103,178,203,201,0.6882
418,1164,29450,462,764,416,253,0.4658
419,1166,25366,563,680,400,497,0.9614
420,1166,36636,132,830,182,261,0.8708
421,1166,3482,127,269,270,193,0.8666
422,1166,25468,570,185,331,289,0.8393
423,1167,25366,43,93,391,475,0.9234
424,1167,25468,85,832,343,301,0.8549
425,1167,36636,674,170,178,257,0.763
426,1167,3482,604,845,275,186,0.6675
427,1168,30307,38,16,350,426,0.8958
428,1168,3482,578,809,275,195,0.8442
429,1168,29666,589,167,220,216,0.8271
430,1168,25468,45,786,352,302,0.7836
431,1170,30307,52,25,364,439,0.9445
432,1170,29666,619,169,223,219,0.9172
433,1170,25468,84,832,345,299,0.8375
434,1170,3482,603,844,275,190,0.6938
435,1171,16547,579,744,241,234,0.9624
436,1171,3543,122,181,202,200,0.8618
437,1171,4542,638,150,203,198,0.7801
438,1171,10220,90,787,226,222,0.7018
439,1173,10220,643,260,220,215,0.9242
440,1173,3543,645,875,216,215,0.862
441,1173,4542,103,905,214,210,0.8319
442,1173,16547,160,284,232,231,0.8062
443,1174,30307,576,755,395,432,0.8987
444,1174,3482,134,285,277,178,0.8324
445,1174,27652,671,254,222,203,0.8271
446,1174,29666,124,862,232,228,0.8118
447,1176,30307,40,76,386,418,0.9443
448,1176,29666,631,179,224,217,0.9268
449,1176,3482,586,846,284,164,0.7466
450,1176,27652,96,850,218,208,0.5759
451,1178,31884,105,46,401,505,0.9664
452,1178,27776,142,774,178,207,0.8841
453,1178,3482,538,779,266,228,0.7959
454,1178,20237,579,190,216,212,0.7328
455,118,16687,414,72,446,537,0.8896
456,118,3350,458,845,189,193,0.8786
457,118,13899,64,305,230,219,0.6961
458,1180,19231,494,229,328,262,0.8758
459,1180,3350,394,915,191,193,0.8033
460,1180,21324,187,307,166,223,0.791
461,1184,16547,144,877,242,243,0.8761
462,1184,21025,685,274,177,173,0.8307
463,1184,1899,188,271,199,137,0.7051
464,1184,24849,674,825,189,303,0.6913
465,1185,16547,601,147,238,231,0.978
466,1185,1899,608,899,206,138,0.7999
467,1185,21025,125,866,179,176,0.6785
468,1186,4377,135,106,217,437,0.9274
469,1186,19551,511,559,322,489,0.9111
470,1186,2482,82,678,230,481,0.8023
471,1186,5093,550,190,271,271,0.6313
472,1187,19551,109,157,317,491,0.9271
473,1187,2482,615,52,222,478,0.84
474,1187,4377,587,698,220,456,0.8292
475,1187,5093,103,800,276,276,0.6662
476,1189,3742,114,786,327,322,0.8586
477,1189,2482,593,63,242,485,0.8338
478,1189,22626,98,136,314,483,0.7683
479,1189,12080,599,708,235,452,0.6413
480,119,3350,292,192,184,188,0.9086
481,119,13899,648,705,231,226,0.6865
482,119,16687,66,573,467,586,0.4846
483,1190,2482,588,101,232,474,0.7848
484,1190,3742,116,794,333,333,0.7514
485,1190,22626,101,165,310,489,0.6778
486,1190,12080,609,714,240,465,0.6087
487,1191,12080,111,111,226,429,0.7433
488,1191,3742,489,163,319,304,0.7271
489,1191,2482,87,666,246,474,0.7175
490,1191,22626,532,588,308,484,0.6848
491,1192,1899,641,853,206,174,0.8002
492,1192,24849,647,204,179,279,0.7933
493,1192,16550,81,692,296,500,0.7572
494,1192,33008,86,251,366,218,0.6783
495,1194,1899,151,255,198,163,0.9119
496,1194,16550,612,60,291,485,0.8113
497,1194,33008,547,831,375,205,0.6382
498,1194,24849,165,818,184,291,0.5523
499,1196,35205,141,705,233,412,0.9531
500,1196,28762,616,885,221,217,0.906
501,1196,27776,637,290,174,200,0.8762
502,1196,3482,172,275,260,218,0.8488
503,1197,3482,566,810,264,223,0.8237
504,1197,28762,164,176,213,204,0.7801
505,1197,27776,175,810,177,204,0.769
506,1197,35205,615,139,223,404,0.7485
507,1198,20237,604,193,226,218,0.8852
508,1198,27776,175,811,177,202,0.7613
509,1198,3482,566,816,263,218,0.7591
510,1198,28762,131,213,212,205,0.7418
511,1199,20237,152,848,231,228,0.9643
512,1199,28762,649,849,219,215,0.9236
513,1199,27776,637,289,175,199,0.855
514,1199,3482,172,271,259,220,0.8061
515,120,3350,334,254,185,183,0.9345
516,120,16687,109,679,472,579,0.6514
517,120,13899,685,794,231,220,0.5678
518,1201,12246,585,815,208,155,0.9574
519,1201,16547,586,209,230,229,0.9189
520,1201,21025,101,821,181,179,0.8936
521,1201,3543,144,188,204,198,0.8901
522,1204,3350,394,860,191,192,0.8737
523,1204,22073,683,262,187,188,0.7582
524,1204,32309,64,209,346,266,0.6987
525,1206,3350,395,224,185,184,0.9365
526,1206,32309,566,811,350,280,0.905
527,1206,22073,91,851,188,189,0.9026
528,1207,16231,158,827,184,188,0.9387
529,1207,27776,636,290,175,201,0.9066
530,1207,22346,685,812,213,208,0.8476
531,1207,3482,172,273,259,219,0.7976
532,1209,22346,104,258,203,199,0.906
533,1209,16231,641,249,190,182,0.8794
534,1209,3482,567,811,264,222,0.8186
535,1209,27776,176,810,176,202,0.7571
536,1210,35205,654,173,223,405,0.9624
537,1210,34596,66,137,468,392,0.9034
538,1210,20876,117,768,331,229,0.9022
539,1210,3482,649,747,210,269,0.8971
540,1212,34596,457,711,479,406,0.948
541,1212,20876,542,290,331,238,0.892
542,1212,3482,141,293,212,255,0.8685
543,1212,35205,99,673,234,408,0.7987
544,1213,5885,588,682,241,490,0.8378
545,1213,2482,659,59,198,485,0.8342
546,1213,25437,129,836,254,257,0.7908
547,1213,22626,105,6,315,481,0.6417
548,1214,5885,595,679,249,503,0.8845
549,1214,2482,648,90,208,479,0.8598
550,1214,25437,127,848,261,265,0.8289
551,1214,22626,108,42,311,488,0.7655
552,1216,27925,162,170,254,462,0.9404
553,1216,3543,658,864,216,215,0.9106
554,1216,16550,612,175,288,467,0.9083
555,1216,10220,129,844,230,229,0.8976
556,1219,29344,576,664,286,452,0.9557
557,1219,16550,64,580,332,471,0.8372
558,1219,10220,649,207,218,215,0.7014
559,1219,3543,104,239,204,203,0.5367
560,122,25366,52,94,365,475,0.9261
561,122,29666,588,167,221,218,0.9086
562,122,3482,578,810,273,196,0.864
563,122,25468,46,785,351,304,0.8374
564,1220,29344,602,703,285,444,0.947
565,1220,3543,120,250,208,203,0.8705
566,1220,16550,94,626,331,462,0.8702
567,1220,10220,680,212,223,218,0.4617
568,1222,25366,94,103,318,493,0.8881
569,1222,36636,616,201,181,244,0.886
570,1222,3482,560,811,285,174,0.7883
571,1222,27652,60,808,229,216,0.7556
572,1224,25366,113,117,321,508,0.9245
573,1224,36636,644,205,188,252,0.8359
574,1224,3482,588,846,285,166,0.7215
575,1224,27652,98,851,217,209,0.5654
576,1226,35205,580,92,288,382,0.9345
577,1226,31884,129,8,319,543,0.8575
578,1226,3482,601,866,258,234,0.7887
579,1226,19860,127,866,220,168,0.6158
580,1227,35205,106,770,301,397,0.9452
581,1227,31884,542,691,332,553,0.9274
582,1227,3482,151,216,247,224,0.8284
583,1227,19860,640,274,220,175,0.6328
584,1232,31884,544,657,401,525,0.9601
585,1232,20876,590,256,326,244,0.8885
586,1232,29666,131,856,231,230,0.8104
587,1232,3482,143,290,214,254,0.7454
588,1235,16547,619,141,239,232,0.9874
589,1235,1899,150,254,199,163,0.9221
590,1235,33008,546,832,375,205,0.6683
591,1235,21770,159,804,193,188,0.5072
592,1237,16547,614,187,238,228,0.9815
593,1237,44198,633,800,162,276,0.8567
594,1237,31704,171,683,249,450,0.8053
595,1237,1899,106,268,201,124,0.623
596,1238,44198,206,233,159,268,0.9026
597,1238,16547,132,843,240,239,0.879
598,1238,31704,577,176,241,421,0.8714
599,1238,1899,685,878,207,134,0.6218
600,1239,16547,586,178,230,228,0.9371
601,1239,44198,608,771,163,282,0.9052
602,1239,31704,141,641,247,454,0.8839
603,1239,1899,87,255,203,130,0.8467
604,124,21770,685,880,200,196,0.9215
605,124,21025,673,271,176,174,0.912
606,124,16550,0,761,367,461,0.7717
607,124,1899,177,281,196,137,0.6522
608,1242,29344,89,704,288,449,0.9755
609,1242,44198,636,805,162,285,0.8933
610,1242,1899,159,257,128,199,0.8857
611,1242,16550,549,85,284,477,0.8848
612,1243,35205,602,121,251,396,0.9287
613,1243,30307,66,136,376,429,0.9007
614,1243,3482,607,789,276,209,0.8648
615,1243,27732,123,771,316,273,0.7744
616,1244,35205,123,731,270,403,0.96
617,1244,3482,122,304,272,203,0.9206
618,1244,30307,563,691,379,429,0.8836
619,1244,27732,562,259,304,267,0.8116
620,1245,30307,50,122,365,415,0.9209
621,1245,35205,574,116,242,381,0.9176
622,1245,3482,580,755,275,216,0.9086
623,1245,27732,89,726,320,281,0.7947
624,1246,27776,142,773,179,210,0.8858
625,1246,34596,57,77,397,470,0.8305
626,1246,16261,574,183,239,232,0.8287
627,1246,3482,539,778,266,228,0.7878
628,1248,34596,520,661,418,486,0.9002
629,1248,27776,639,290,173,200,0.8528
630,1248,16261,137,833,248,244,0.8013
631,1248,3482,173,271,258,219,0.8
632,125,21770,116,203,189,184,0.9694
633,125,16550,623,29,352,446,0.8919
634,125,21025,138,868,178,176,0.8278
635,125,1899,624,887,205,141,0.8159
636,1250,12777,103,71,297,517,0.8846
637,1250,5093,104,812,281,286,0.8198
638,1250,2482,609,86,220,475,0.8123
639,1250,4377,596,701,226,465,0.8071
640,1251,4377,136,106,217,438,0.9322
641,1251,5093,551,190,270,272,0.8772
642,1251,12777,546,653,298,520,0.7957
643,1251,2482,83,677,230,481,0.7728
644,1252,20876,68,799,330,240,0.9375
645,1252,3482,647,753,210,269,0.8935
646,1252,30307,71,80,401,408,0.8917
647,1252,29666,622,183,226,219,0.7999
648,1254,30307,64,68,387,398,0.95
649,1254,29666,595,179,220,218,0.9186
650,1254,20876,37,757,330,248,0.9149
651,1254,3482,622,721,208,273,0.8342
652,1256,31704,135,127,242,422,0.9046
653,1256,1899,645,832,167,195,0.7595
654,1256,16550,85,659,309,495,0.7587
655,1256,19606,656,272,155,148,0.4241
656,126,21770,100,195,185,183,0.9657
657,126,16550,597,27,342,430,0.9172
658,126,21025,104,831,181,181,0.8775
659,126,1899,593,854,211,147,0.8556
660,1261,22346,140,167,207,199,0.9671
661,1261,16231,649,229,194,181,0.9159
662,1261,3482,588,846,285,166,0.7563
663,1261,27652,97,851,219,209,0.5426
664,1262,16231,623,217,186,185,0.9389
665,1262,27652,60,807,227,215,0.7779
666,1262,3482,558,813,287,172,0.7671
667,1262,22346,124,163,200,193,0.6035
668,1263,16231,143,842,196,193,0.9404
669,1263,27652,671,253,222,203,0.8604
